COUNTRY,REGION,ADMIN_LEVEL_NAME,LOG_TYPE,CATEGORY,MEASURE,TARGETED_POP_GROUP,COMMENTS,NON_COMPLIANCE,DATE_IMPLEMENTED,SOURCE,SOURCE_TYPE,LINK,ENTRY_DATE,Alternative source
Philippines,Asia,,Introduction / extension of measures,Lockdown,Partial lockdown,,Eastern Samar town placed under 3-day border lockdown,Not Available,4/11/20,"Republic of Philippines, Philipines News Agency ",Government,https://www.pna.gov.ph/articles/1120711,29/11/20,
Philippines,Asia,CAGAYAN DE ORO CITY,Introduction / extension of measures,Movement restrictions,Surveillance and monitoring,,"CAGAYAN DE ORO CITY--The local government here started implementing Monday a digitized contact tracing system for the coronavirus disease (Covid-19) through the ""Higala App,"" a Quick Response (QR)-based information database system.",Not Available,9/11/20,"Republic of Philippines, Philipines News Agency ",Government,https://www.pna.gov.ph/articles/1121259,29/11/20,
Philippines,Asia,,Introduction / extension of measures,Public health measures,Strengthening the public health system,,Pulong distributes 150K face shields,Not Applicable,9/11/20,"Republic of Philippines, Philipines News Agency ",Government,https://www.pna.gov.ph/articles/1121249,29/11/20,
Philippines,Asia,,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,,Payments coming in to hotels accommodating OFWs,Not Applicable,11/11/20,"Republic of Philippines, Philipines News Agency ",Government,https://www.pna.gov.ph/articles/1121524,29/11/20,
Philippines,Asia,Cebu ,Introduction / extension of measures,Social distancing,Limit public gatherings,,CEBU CITY â€“ The city government will strictly enforce the â€œno-carolingâ€ and â€œno Christmas partyâ€ policy to avoid mass gatherings,Not Available,11/11/20,"Republic of Philippines, Philipines News Agency ",Government,https://www.pna.gov.ph/articles/1121428,29/11/20,
Philippines,Asia,,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,,Health workers in contact with Covid-19 patients get P5K stipend,Not Applicable,16/11/20,"Republic of Philippines, Philipines News Agency ",Government,https://www.pna.gov.ph/articles/1121999,29/11/20,
Philippines,Asia,The Luzon Island Group,Introduction / extension of measures,Governance and socio-economic measures,Emergency administrative structures activated or established,,Declaring a State of Calamity in the Entire Luzon Island Group,Not Available,18/11/20,Presidential communication operations office,Government,https://pcoo.gov.ph/news_releases/proclamation-no-1051-declaring-a-state-of-calamity-in-the-entire-luzon-island-group/,29/11/20,
Philippines,Asia,,Phase-out measure,Governance and socio-economic measures,Emergency administrative structures activated or established,," A refreshed and more harmonized government national action plan (NAP) against the coronavirus disease (Covid-19) pandemic is in place amid the less strict general community quarantine (GCQ) in National Capital Region (NCR) and four nearby provinces,",Not Available,18/11/20,"Republic of Philippines, Philipines News Agency ",Government,https://www.pna.gov.ph/articles/1112669,29/11/20,
Philippines,Asia,,Introduction / extension of measures,Lockdown,Partial lockdown,,"â€˜Strictâ€™ enforcement of localized lockdowns in GCQ zones ordered. Under the resolution, all local governments whose areas of jurisdictions are placed under GCQ are directed to observe the â€œstrictâ€ enforcement of localized community quarantine in identified component cities, municipalities, and villages with community transmission.

- mass gatherings, including religious services, in GCQ zones must be strictly limited to â€œonly 10 persons.â€
- operations of gyms, internet cafes, review and tutorial centers would be suspended amid the implementation of GCQ.
- Restaurants and salons located in areas where GCQ is imposed can operate but the capacity of their customers would be determined by local government units (LGUs)
-  LGUs determine the capacity of dine-in, as well as the salon because thatâ€™s what the mayors asked â€” to have more discretion in opening sensitive industries and businesses
- back ride is allowed in places under GCQ, so long as the driver and the passenger share the same address (required to wear a helmet, face mask, and face shield).
- the â€œunifiedâ€ curfew hours in areas under GCQ is now back from 8 p.m. to 5 a.m. --> LGUs can also issue quarantine passes in places put under GCQ

",Legal action,18/11/20,"Republic of Philippines, Philipines News Agency ",Government,https://www.pna.gov.ph/articles/1112662,29/11/20,https://www.pna.gov.ph/articles/1112736
Philippines,Asia,The City of Davao,Introduction / extension of measures,Public health measures,Isolation and quarantine policies,,"The City of Davao is placed under General Community Quarantine (GCQ) effective immediately until November 30, 2020, following the rise of COVID-19 cases in the city.",Not Available,20/11/20,Presidential communication operations office,Government,https://pcoo.gov.ph/news_releases/davao-city-reverts-to-gcq/,29/11/20,
Philippines,Asia,,Phase-out measure,Movement restrictions,Border closure,,"Palace affirms lifting of ban on healthcare workersâ€™ deployment abroad

President Rodrigo Roa Duterte has approved the lifting of the temporary suspension in the overseas deployment of nurses, nursing aides, and nursing assistants following the recommendation of the Inter-Agency Task Force (IATF).

The temporary ban was issued as set forth in the Philippine Overseas Employment Administrationâ€™s (POEA) Governing Board Resolution No. 9 series of 2020, which was issued in consideration of the prevailing national state of emergency and COVID-19-related travel restrictions.",Not available ,23/11/20,Presidential communication operations office,Government,https://pcoo.gov.ph/news_releases/palace-affirms-lifting-of-ban-on-healthcare-workers-deployment-abroad/,29/11/20,
Philippines,Asia,Pasig,Introduction / extension of measures,Movement restrictions,Surveillance and monitoring,,The city government of Pasig has required all residents and business establishments to use a quick response (QR) code system as the city expanded its contract tracing solution to combat the coronavirus disease 2019 (Covid-19).,Not Available,23/11/20,"Republic of Philippines, Philipines News Agency ",Government,https://www.pna.gov.ph/articles/1122645,29/11/20,
Spain,Europe,,Introduction / extension of measures,Public health measures,Strengthening the public health system,,Distribution of masks and gloves by the government expanded,Not applicable,,Ministry of Health,Government,https://www.mscbs.gob.es/gabinete/notasPrensa.do?id=4837,3/4/20,https://www.mscbs.gob.es/gabinete/notasPrensa.do?id=4840
Spain,Europe,,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,checked,"Introduction of a special credit line for the tourism sector through the ICO (ï¿½400 million); suspension of interest and repayment of loans granted by the Secretariat of State for Tourism for one year with no need for prior request; deferred repayment of loans granted to businesses by the Ministry of Industry, Trade, and Tourism",Not applicable,,International Monetary Fund,Other organisations,https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19,16/4/20,
Spain,Europe,,Introduction / extension of measures,Governance and socio-economic measures,Emergency administrative structures activated or established,,Centralization of emergency management process for the procurement of all goods and services needed by the public sector to implement any measure to address COVID-19.,Not applicable,,International Monetary Fund,Other organisations,https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19,16/4/20,
Spain,Europe,,Introduction / extension of measures,Public health measures,Isolation and quarantine policies,checked,"Children are not allowed to leave home, e.g. accompany their parents for grocery shopping",Not applicable,,Financial Times,Media,https://www.ft.com/content/42cf8931-6101-4393-9b57-28af61cbeb47,19/4/20,https://www.thelocal.es/20200419/spain-to-extend-lockdown-but-will-ease-restrictions-for-children?utm_source=piano&utm_medium=onsite&utm_campaign=71&tpcc=es-latest
Spain,Europe,,Introduction / extension of measures,Social distancing,Limit public gatherings,checked,Cancellation of at-risk events; including large scale sport events such as soccer with a high chance of people attending from at risk areas ,Not applicable,3/3/20,Government,Government,https://www.mscbs.gob.es/gabinete/notasPrensa.do?id=4803,26/3/20,
Spain,Europe,,Introduction / extension of measures,Social distancing,Schools closure,,all levels,Not available ,9/3/20,Government,Government,https://www.mscbs.gob.es/gabinete/notasPrensa.do?id=4806,16/3/20,
Spain,Europe,,Introduction / extension of measures,Public health measures,General recommendations,checked,Businesses to shift to digital wherever possible,Not applicable,9/3/20,Government,Government,https://www.mscbs.gob.es/gabinete/notasPrensa.do?id=4806,26/3/20,
Spain,Europe,,Introduction / extension of measures,Public health measures,General recommendations,checked,Vulnerable people and people with symptoms asked to remain at home,Not applicable,9/3/20,Government,Government,https://www.mscbs.gob.es/gabinete/notasPrensa.do?id=4806,26/3/20,
Spain,Europe,"Madrid, La Rioja, Vitoria and Labastida",Introduction / extension of measures,Social distancing,Limit public gatherings,checked,"In Madrid, La Rioja, Vitoria and Labastida, as these are areas of significant transmission, activities in closed spaces that gather more than a thousand people are suspended.",Not applicable,10/3/20,Government,Government,https://www.mscbs.gob.es/gabinete/notasPrensa.do?id=4807,26/3/20,
Spain,Europe,,Introduction / extension of measures,Movement restrictions,International flights suspension,checked,Direct flights from Italy to Spain are prohibited ,Not applicable,11/3/20,Government,Government,https://www.mscbs.gob.es/gabinete/notasPrensa.do?id=4807,26/3/20,
Spain,Europe,,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,,"Financial package to cover the needs of families and businesses (tax deferrals, liquidity loans, etc.) established",Not applicable,12/3/20,Government,Government,https://www.mscbs.gob.es/gabinete/notasPrensa.do?id=4809,26/3/20,
Spain,Europe,,Introduction / extension of measures,Public health measures,Strengthening the public health system,,"Budget of Ministry of Health reinforced by 1,000 million EUR",Not applicable,12/3/20,Government,Government,https://www.mscbs.gob.es/gabinete/notasPrensa.do?id=4809,26/3/20,
Spain,Europe,Basque Country,Introduction / extension of measures,Lockdown,Full lockdown,checked,Some villages,Not available ,13/3/20,Ministry of Foreign Affairs - France,Government,https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/espagne,16/3/20,
Spain,Europe,,Introduction / extension of measures,Governance and socio-economic measures,State of emergency declared,,,Not applicable,13/3/20,International SOS,Other organisations,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS,16/3/20,
Spain,Europe,,Introduction / extension of measures,Governance and socio-economic measures,Military deployment,,Military will be deployed to help with the building of 16 additional facilities (from 30th March) and support food banks (from 14th March),Not applicable,14/3/20,Government,Government,https://www.lamoncloa.gob.es/lang/en/gobierno/news/Paginas/2020/20200331defence-hospitals.aspx,3/4/20,https://www.lamoncloa.gob.es/serviciosdeprensa/notasprensa/defensa/Paginas/2020/030420-defensa.aspx
Spain,Europe,,Introduction / extension of measures,Governance and socio-economic measures,State of emergency declared,,,Not applicable,14/3/20,Government,Government,https://www.boe.es/boe/dias/2020/03/14/pdfs/BOE-A-2020-3692.pdf,7/4/20,
Spain,Europe,,Introduction / extension of measures,Movement restrictions,Border checks,,intensified border controls as part of closure of border for non-citizens and non-residents,Not applicable,15/3/20,Anadolu,Media,https://www.aa.com.tr/en/europe/coronavirus-spain-to-shut-land-borders-at-midnight/1768260,17/3/20,
Spain,Europe,,Introduction / extension of measures,Movement restrictions,Border closure,checked,"closure of Spanish land borders; only Spanish nationals, residents, diplomats, and cross-border workers are permitted enter Spain",Not applicable,15/3/20,Anadolu,Media,https://www.aa.com.tr/en/europe/coronavirus-spain-to-shut-land-borders-at-midnight/1768259,17/3/20,
Spain,Europe,,Introduction / extension of measures,Public health measures,General recommendations,,Good practices,Not applicable,15/3/20,Euractiv,Media,https://www.euractiv.com/section/coronavirus/news/spain-in-absolute-quarantine-as-coronavirus-cases-rise-to-7700/,20/3/20,
Spain,Europe,,Introduction / extension of measures,Public health measures,Strengthening the public health system,,Retired health professionals and medical students should make themselves available,Not applicable,15/3/20,Government,Government,https://www.mscbs.gob.es/gabinete/notasPrensa.do?id=4812,26/3/20,
Spain,Europe,,Introduction / extension of measures,Social distancing,Limit public gatherings,,all groupings are prohibited,Not available ,16/3/20,Ministry of Foreign Affairs - France,Government,https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/espagne,16/3/20,
Spain,Europe,,Introduction / extension of measures,Social distancing,Closure of businesses and public services,,"restaurant, bars, shopping centres, cultural establishments and alike",Not available ,16/3/20,Ministry of Foreign Affairs - France,Government,https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/espagne,16/3/20,
Spain,Europe,,Introduction / extension of measures,Lockdown,Partial lockdown,,"Movement only allowed for: travel to make essential purchases (food, hygiene, health, first necessity), in strict compliance with basic precautionary measures; travel to his place of work and return to his usual place of residence; travel to access banking services; travel to provide care and assistance to vulnerable people; travel in cases of force majeure.; fines from 100 to 600.000 EUR",Not available ,16/3/20,Ministry of Foreign Affairs - France,Government,https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/espagne,16/3/20,https://www.euractiv.com/section/coronavirus/news/spain-in-absolute-quarantine-as-coronavirus-cases-rise-to-7700/
Spain,Europe,,Introduction / extension of measures,Governance and socio-economic measures,Military deployment,,To ensure the compliance with the lockdown,Not available ,16/3/20,International SOS,Other organisations,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS,26/3/20,https://www.dailymail.co.uk/news/article-8116177/Spain-deploys-ARMY-airports-tourists-safely-apart-packed-terminals.html
Spain,Europe,,Introduction / extension of measures,Social distancing,Changes in prison-related policies,,Release of a number of prisoners and also detainees of immigration centres that have been there for more than 60 days; from 16.03 onwards varying per location,Not applicable,16/3/20,Global Detention Project,Other organisations,https://www.globaldetentionproject.org/covid-19-immigration-detention-platform,16/4/20,
Spain,Europe,,Introduction / extension of measures,Public health measures,Strengthening the public health system,,Exceptional measures to manage the development of clinical trials during the period of health crisis ,Not applicable,17/3/20,Government,Government,https://www.mscbs.gob.es/gabinete/notasPrensa.do?id=4819,26/3/20,
Spain,Europe,,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,,"Prohibition of the cutting of essential supplies for vulnerable tenants; e.g. water, electricity, gas",Not applicable,17/3/20,Government,Government,https://www.mscbs.gob.es/gabinete/notasPrensa.do?id=4817,26/3/20,
Spain,Europe,,Introduction / extension of measures,Public health measures,Strengthening the public health system,,210 million EUR for the support of regional responses,Not applicable,19/3/20,Government,Government,https://www.mscbs.gob.es/gabinete/notasPrensa.do?id=4815,26/3/20,
Spain,Europe,,Introduction / extension of measures,Public health measures,Strengthening the public health system,,Additional funding for research related to the development of drugs and vaccines for COVID-19 (ï¿½110 million),Not applicable,19/3/20,International Monetary Fund,Other organisations,https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19,16/4/20,https://twitter.com/SpainMFA/status/1240637449187008514
Spain,Europe,,Phase-out measure,Public health measures,Isolation and quarantine policies,checked,Children that were not allowed to leave home are now allowed to accompany their parent (limited to single parents),fines,19/3/20,El Pais,Media,https://cincodias.elpais.com/cincodias/2020/03/18/economia/1584517303_362468.html,20/4/20,https://www.idealista.com/en/news/lifestyle-spain/2020/03/20/7451-coronavirus-updated-state-alarm-regulations-spain
Spain,Europe,,Introduction / extension of measures,Movement restrictions,Border closure,,"Closure of air,sea and land borders for 30 days (extension on land border closure on 17/03/2020)",Not applicable,23/3/20,International SOS,Other organisations,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS,26/3/20,
Spain,Europe,,Introduction / extension of measures,Movement restrictions,International flights suspension,checked,Alicante-Elche Airport will cease all commercial flight operations,Not applicable,24/3/20,International SOS,Other organisations,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS,26/3/20,
Spain,Europe,,Introduction / extension of measures,Social distancing,Closure of businesses and public services,,Hotels and short-term stays required to close,Not available ,24/3/20,International SOS,Other organisations,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS,26/3/20,
Spain,Europe,,Introduction / extension of measures,Public health measures,Strengthening the public health system,,The Government promotes the hiring of nearly 200 foreign professionals residing in Spain,Not applicable,27/3/20,Ministry of Health,Government,https://www.mscbs.gob.es/gabinete/notasPrensa.do?id=4828,3/4/20,
Spain,Europe,,Introduction / extension of measures,Lockdown,Full lockdown,,"Country-wide lock-down with only essential workplaces remaining open, set to last until April 9th",Not available ,28/3/20,Reuters,Media,https://www.reuters.com/article/us-health-coronavirus-spain/spanish-pm-announces-stricter-lockdown-measures-to-tackle-coronavirus-idUSKBN21F0NR,3/4/20,https://www.politico.com/news/2020/03/28/spain-tightens-lockdown-as-coronavirus-death-toll-spikes-152888
Spain,Europe,,Introduction / extension of measures,Public health measures,Amendments to funeral and burial regulations,,The Ministry of Health prohibits funerals and restricts funeral ceremonies to limit the spread and contagion by COVID-19 with maximum number of persons and only under compliance with minimum distance of 2 m,Not available ,30/3/20,Ministry of Health,Government,https://www.mscbs.gob.es/gabinete/notasPrensa.do?id=4832,3/4/20,
Spain,Europe,,Introduction / extension of measures,Public health measures,Psychological assistance and medical social work,,The Ministry of Health and the General Council of Psychologists activate a support phone for the population affected by COVID-19,Not applicable,31/3/20,Ministry of Health,Government,https://www.mscbs.gob.es/gabinete/notasPrensa.do?id=4833,3/4/20,
Spain,Europe,,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,,"New protection measures for tenants (evictions prohibited for 6 months, microcredits for rent payment, ban of cutting essential supplies)",Not applicable,31/3/20,Ministry of Economics,Government,http://www.mineco.gob.es/portal/site/mineco/menuitem.ac30f9268750bd56a0b0240e026041a0/?vgnextoid=d409ccf428431710VgnVCM1000001d04140aRCRD&vgnextchannel=864e154527515310VgnVCM1000001d04140aRCRD,3/4/20,
Spain,Europe,,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,,"Additional workers protection and company support measure (new subsidies, strengthened social security through grant moratoriums, postponement of social security payments, mortgage moratorium)",Not applicable,31/3/20,Ministry of Economics,Government,http://www.mineco.gob.es/portal/site/mineco/menuitem.ac30f9268750bd56a0b0240e026041a0/?vgnextoid=d409ccf428431710VgnVCM1000001d04140aRCRD&vgnextchannel=864e154527515310VgnVCM1000001d04140aRCRD,3/4/20,
Spain,Europe,,Introduction / extension of measures,Public health measures,Strengthening the public health system,,The Government approves the distribution of 300 million euros to the autonomous communities to respond to the most urgent actions against COVID-19,Not applicable,31/3/20,Ministry of Health,Government,https://www.mscbs.gob.es/gabinete/notasPrensa.do?id=4834,3/4/20,
Spain,Europe,,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,,"Guide of recommendations for the development of distance commercial activity and supply to rural areas without commercial premises', which seeks to enhance the protection of the public and of workers",Not applicable,31/3/20,Government,Government,https://www.lamoncloa.gob.es/lang/en/gobierno/news/Paginas/2020/20200331online-tradeguide.aspx,3/4/20,
Spain,Europe,,Introduction / extension of measures,Movement restrictions,Surveillance and monitoring,,"A mobility study implemented to analyse anonymous data compiled on movements of the population during the health emergency and for as long as necessary until conditions of normality are re-established, to help contribute to more efficient data-based decision-making.",Not applicable,1/4/20,Government,Government,https://www.lamoncloa.gob.es/lang/en/gobierno/news/Paginas/2020/20200401datacovid.aspx,3/4/20,
Spain,Europe,,Introduction / extension of measures,Public health measures,Strengthening the public health system,,"Expansion of the possibility to recruit health care professionals and health technicians from the decree of 17th March, allowing stronger recruitment efforts",Not applicable,2/4/20,Ministry of Health,Government,https://www.mscbs.gob.es/gabinete/notasPrensa.do?id=4841,3/4/20,
Spain,Europe,,Introduction / extension of measures,Public health measures,Other public health measures enforced,checked,Transport companies are being distributed masks and guidance on use,Not applicable,2/4/20,Spanish Association for Standardization,Government,https://www.lamoncloa.gob.es/serviciosdeprensa/notasprensa/transportes/Paginas/2020/030420-mascarillas.aspx,9/4/20,
Spain,Europe,,Introduction / extension of measures,Public health measures,Strengthening the public health system,checked,Technical guidance for the production of PPEs for companies developed by government,Not applicable,2/4/20,Government,Government,https://www.lamoncloa.gob.es/serviciosdeprensa/notasprensa/industria/Paginas/2020/020420-covid-epis.aspx,9/4/20,
Spain,Europe,,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,checked,Economic package for the agricultural sector developed,Not applicable,3/4/20,Government,Government,https://www.lamoncloa.gob.es/serviciosdeprensa/notasprensa/agricultura/Paginas/2020/030420-covid-ganaderia.aspx,25/4/20,
Spain,Europe,,Introduction / extension of measures,Lockdown,Full lockdown,,Extension until 26th April: full lock-down (with exemptions),Not applicable,4/4/20,Reuters,Media,https://www.reuters.com/article/us-health-coronavirus-spain/spain-to-extend-state-of-emergency-to-april-26-as-rise-in-infections-slows-idUSKBN21M0C7,19/4/20,https://www.ft.com/content/42cf8931-6101-4393-9b57-28af61cbeb47
Spain,Europe,,Introduction / extension of measures,Public health measures,Testing policy,,"Rapid antibody tests distributed and used for certain patients, such as those with negative PCR test but ongoing disease progression or those under high clinical suspicion without PCR test yet ",Not applicable,5/4/20,Government,Government,https://www.lamoncloa.gob.es/serviciosdeprensa/notasprensa/sanidad14/Paginas/2020/070420-test.aspx,9/4/20,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov-China/img/TestCovid19.jpg
Spain,Europe,,Introduction / extension of measures,Public health measures,Awareness campaigns,checked,Grocery shopping and safety advice in face of Eastern,Not applicable,6/4/20,Government,Government,https://www.lamoncloa.gob.es/serviciosdeprensa/notasprensa/industria/Paginas/2020/060420-compras.aspx,9/4/20,
Spain,Europe,,Introduction / extension of measures,Public health measures,Strengthening the public health system,,"The official self-diagnosis application AsistenciaCOVID-19, now available in five new autonomous communities (only previous one was a pilot in Madrid)",Not applicable,7/4/20,Government,Government,https://www.lamoncloa.gob.es/serviciosdeprensa/notasprensa/asuntos-economicos/Paginas/2020/060420-asistencia-covid19.aspx,9/4/20,
Spain,Europe,,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,checked,"New ministerial order to facilitate the work of transporter drivers, that can continue to work even if their current tachograph card has expired, under certain requirements; with start from 6th March",Not applicable,7/4/20,Government,Government,https://www.lamoncloa.gob.es/serviciosdeprensa/notasprensa/transportes/Paginas/2020/070420-transportistas.aspx,9/4/20,
Spain,Europe,,Introduction / extension of measures,Public health measures,Strengthening the public health system,,Clinical trial started on preventing COVID-19 transmission in health professionals ,Not applicable,8/4/20,Government,Government,https://www.lamoncloa.gob.es/serviciosdeprensa/notasprensa/sanidad14/Paginas/2020/080420-covid-congreso.aspx,9/4/20,
Spain,Europe,,Introduction / extension of measures,Public health measures,Strengthening the public health system,,Government collaborates with universities to support the diagnosis efforts ,Not applicable,8/4/20,Government,Government,https://www.lamoncloa.gob.es/serviciosdeprensa/notasprensa/ciencia-e-innovacion/Paginas/2020/080420-investigacion.aspx,9/4/20,
Spain,Europe,,Introduction / extension of measures,Public health measures,Strengthening the public health system,,Medicalized trains available to transport COVID-19 patients between communities if necessary,Not applicable,8/4/20,Government,Government,https://www.lamoncloa.gob.es/serviciosdeprensa/notasprensa/transportes/Paginas/2020/080420-trenes.aspx,9/4/20,
Spain,Europe,,Introduction / extension of measures,Public health measures,Awareness campaigns,,"The Government launches Hispabot-Covid19, a consultation channel on COVID-19 through WhatsApp",Not applicable,8/4/20,Government,Government,https://www.lamoncloa.gob.es/serviciosdeprensa/notasprensa/asuntos-economicos/Paginas/2020/080420-consulta.aspx,9/4/20,
Spain,Europe,,Introduction / extension of measures,Public health measures,Other public health measures enforced,,Minimum requirement specifics for hygiene face masks established,Not applicable,9/4/20,Spanish Association for Standardization,Government,https://www.lamoncloa.gob.es/serviciosdeprensa/notasprensa/consumo/Paginas/2020/090420mascarillas.aspx,9/4/20,
Spain,Europe,,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,checked,"The Government activates the second section of the Line of Guarantees, with 20,000 million euros allocated entirely to SMEs and the self-employed",Not applicable,10/4/20,Ministry of Economic Affairs and Digital Transformation,Government,http://www.mineco.gob.es/portal/site/mineco/menuitem.ac30f9268750bd56a0b0240e026041a0/?vgnextoid=c6e9188701461710VgnVCM1000001d04140aRCRD&vgnextchannel=864e154527515310VgnVCM1000001d04140aRCRD,14/4/20,
Spain,Europe,,Introduction / extension of measures,Public health measures,General recommendations,checked,General information around COVID and various health conditions with specific information for persons affected ,Not applicable,10/4/20,Ministry of Health,Government,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov-China/ciudadania.htm,19/4/20,
Spain,Europe,,Introduction / extension of measures,Public health measures,Strengthening the public health system,,The Government distributes one million more rapid antibody detection tests to diagnose COVID-19 early (+5 million more to come over the next days),Not applicable,11/4/20,Ministry of Health,Government,https://www.mscbs.gob.es/gabinete/notasPrensa.do?id=4858,14/4/20,
Spain,Europe,,Introduction / extension of measures,Public health measures,General recommendations,checked,The Government launches a guide to good practices in the workplace ,Not applicable,11/4/20,Ministry of Health,Government,https://www.mscbs.gob.es/gabinete/notasPrensa.do?id=4857,14/4/20,
Spain,Europe,,Phase-out measure,Lockdown,Full lockdown,checked,"Some sectors, including construction and manufacturing were allowed to go back to work",Not applicable,13/4/20,AlJazeera,Media,https://www.aljazeera.com/news/2020/04/spain-loosens-coronavirus-lockdown-200413104227651.html,14/4/20,https://www.bbc.com/news/world-europe-52267376
Spain,Europe,,Introduction / extension of measures,Public health measures,Strengthening the public health system,,The Ministry of Health has promoted a ministerial order making public and private clinical diagnostic laboratories available to the autonomous communities.,Not applicable,13/4/20,Ministry of Health,Government,https://www.mscbs.gob.es/gabinete/notasPrensa.do?id=4860,14/4/20,
Spain,Europe,,Introduction / extension of measures,Public health measures,Other public health measures enforced,checked,Government distributes 10 million face masks to be handed out as of Monday around Spain to workers at main transport hubs,Not applicable,13/4/20,Government,Government,https://www.lamoncloa.gob.es/lang/en/gobierno/news/Paginas/2020/20200412face-masks.aspx,14/4/20,
Spain,Europe,,Introduction / extension of measures,Governance and socio-economic measures,State of emergency declared,,Extension until midnight on 26 April,Not applicable,14/4/20,Government,Government,https://www.lamoncloa.gob.es/lang/en/gobierno/councilministers/Paginas/2020/20200410council-extr.aspx,14/4/20,
Spain,Europe,,Introduction / extension of measures,Movement restrictions,Surveillance and monitoring,,A new CSIC [National Scientific Research Council] project uses computer science and data science techniques to observe how the lockdown measures taken to halt the spread of the disease COVID-19 are proving effective.,Not applicable,14/4/20,Government,Government,https://www.lamoncloa.gob.es/lang/en/gobierno/news/Paginas/2020/20200414mobile-phonedata.aspx,19/4/20,http://www.mineco.gob.es/portal/site/mineco/menuitem.ac30f9268750bd56a0b0240e026041a0/?vgnextoid=15a287801c281710VgnVCM1000001d04140aRCRD&vgnextchannel=864e154527515310VgnVCM1000001d04140aRCRD
Spain,Europe,,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,,"Ministry of Transport, Mobility and Urban Agenda makes driving and rest times more flexible to facilitate work of professional hauliers",Not applicable,15/4/20,Government,Government,https://www.lamoncloa.gob.es/lang/en/gobierno/news/Paginas/2020/20200415hauliers.aspx,19/4/20,
Spain,Europe,,Phase-out measure,Public health measures,Strengthening the public health system,,The Ministry of Health establishes the start of deadlines for evaluations and the final date of residence or training year of health professionals; Assessments may start from today,Not applicable,16/4/20,Ministry of Health,Government,https://www.mscbs.gob.es/en/gabinete/notasPrensa.do?id=4863,19/4/20,
Spain,Europe,,Introduction / extension of measures,Public health measures,Other public health measures enforced,checked,"Disinfection guides provided by ministry on cultural sites to disinfect door handles and floors, but not risk harm to historic sites due to disinfectant use",Not applicable,16/4/20,Government,Government,https://www.lamoncloa.gob.es/lang/en/gobierno/news/Paginas/2020/20200416cultural-heritage.aspx,19/4/20,
Spain,Europe,,Introduction / extension of measures,Public health measures,Strengthening the public health system,,Data reporting structure from the autonomous communities to the central point streamlined,Not applicable,17/4/20,Ministry of Health,Government,https://www.mscbs.gob.es/en/gabinete/notasPrensa.do?id=4865,19/4/20,
Spain,Europe,,Introduction / extension of measures,Lockdown,Full lockdown,,Extension until 9th May: full lock-down (with exemptions),Not applicable,18/4/20,Financial Times,Media,https://www.ft.com/content/42cf8931-6101-4393-9b57-28af61cbeb47,19/4/20,https://www.theolivepress.es/spain-news/2020/04/18/breaking-spains-coronavirus-lockdown-set-to-be-extended-to-may-9-but-children-to-be-allowed-out-from-april-27/
Spain,Europe,,Introduction / extension of measures,Public health measures,Other public health measures enforced,,Government set requirements of the labelling of PPEs for the public (e.g. face masks) to ease the understanding of their filtration by the public; limits on sales were also established ,Not applicable,19/4/20,Ministry of Health,Government,https://www.mscbs.gob.es/en/gabinete/notasPrensa.do?id=4867,25/4/20,
